,artist.name,artist.hotness,Songs,Year,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotness,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,Time
4269,Alice In Chains,0.582921577,God Smack,1992,0.014,0.66712,1,0.17657,230.60853,0.073,0.79633706,8,0.913,37.15735675,"Seattle, WA",-63.93335787,-4.438,1,0.7,385038,Music Bank,ARKNGPL1187B9B90F0,0.81839438,226.667,1,0.17657,124.144,grunge,0.99997762,4,0.352,90s
4270,The Cat's Miaow,0.351449541,Portland_ Oregon,1997,0.044,1.08177,0.908,0.23502,125.25669,0.444,0.496593065,4,0.941,-24.9162,Australia,133.39311,-13.386,1,0.674,462985,Songs For Girls To Sing,AR47B0S1187B9A1BC0,,119.931,0.777,0.23502,146.909,shoegaze,0.943155393,4,0,90s
4272,Juelz Santana,0.531436737,Lil' Boy Fresh,2005,0.134,2.9541,0.244,0.53021,233.92608,0,0.698323122,11,0.623,37.15735675,"New York, NY [Harlem]",-63.93335787,-4.148,0,0.575,20903,What The Game's Been Missing!,ARFPPHD11F50C5122F,0.733916707,224.438,0.71,0.32569,99.742,rap,1,5,0.857,00s
4273,Busdriver,0.349476327,Sun Shower (Single Version),2007,0.006,0.66597,1,0.20261,223.68608,0.188,0.618002715,11,0.025,37.15735675,Not available,-63.93335787,-7.331,1,0.376,105138,Sun Shower,ARV4KO21187FB38008,,211.702,1,0.20261,130.129,alternative hip hop,0.871237163,4,0.015,00s
4274,Gerald Clayton,0.283027089,All Of You,2009,0.51,1.97793,0.405,0.65079,329.37751,0,0.471357978,10,0.287,37.15735675,Not available,-63.93335787,-16.849,0,0.362,580521,Two-Shade,ARSWSRA1269FB35CC1,0.358976526,318.537,0.284,0.43753,94.978,nu jazz,0.987420706,3,0.622,00s
4281,Grandpa Jones,0.331534751,Don't Look Back,1995,0.233,0.50185,1,0.50185,139.78077,0.415,0.450645997,4,1,37.82245,"Niagra, KY",-85.69091,-11.901,1,0.764,760072,The Unforgettable Grandpa Jones,AR40YBH1187FB38A1A,,133.689,0.835,0.26614,129.391,bluegrass,1,4,0,90s
4284,Don Gibson,0.379651219,Who Cares,1987,0.018,1.06063,1,0.50239,142.94159,0.136,0.540750151,11,1,37.15735675,"Shelby, North Carolina",-63.93335787,-13.524,1,0.882,609846,Lonesome Number One,ARKBTPV1187FB38A79,,134.455,0.985,0.21739,104.943,country rock,0.984649793,4,1,80s
4293,The Berzerker,0.45755391,Humanity,2000,0.043,1.11877,0.123,0.42203,105.45587,0,0.668370612,11,0.038,-37.81753,"Melbourne, Australia",144.96715,-6.952,0,0.38,681639,The Berzerker,AR3FOFE1187FB3E18A,0.502449624,101.013,0.24,0.42203,86.5,speedcore,0.932857594,4,1,00s
4294,Danny Wilson,0.362902986,Spencer-Tracey,1987,0.086,1.00509,0.639,0.24576,92.42077,4.319,0.559991415,9,0.669,56.46137,"Dundee, Scotland",-2.96761,-14.655,0,0.633,22876,Meet Danny Wilson,AROXQGK1187FB4560B,0,85.589,0.153,0.05617,158.208,british pop,0.91052814,4,0.491,80s
4295,The Dreamtree Project,0.293668767,Bliss,2007,0.013,5.26743,0.163,4.81693,798.1971,12.864,0.350392717,0,0.243,37.15735675,Not available,-63.93335787,-16.183,1,0.392,244863,Jadur Madur,ARCPFBP1187B9943F9,0.327753595,786.471,0.016,4.81693,134.291,dub,1,4,0.417,00s
4296,Snowgoons,0.461345852,Planetary Takeover,2009,0.885,0.45108,0.516,0.45108,239.64689,0.142,0.649583107,1,0.626,49.01037,"Karlsruhe, Germany",8.4092,-4.615,1,0.485,459483,A Fist In The Thought,ARZWACO12454A3DA4D,,230.586,0.159,0.23886,94.281,los angeles,0.844124947,4,0.918,00s
4298,XLNC,0.277323648,Pichleh Janam Dee,1998,0,0.95974,0.749,0.20755,386.55955,0,0.387891459,1,0.456,37.15735675,Not available,-63.93335787,-12.373,0,0.365,85082,Kangna,ARVUBRT12420781EBF,,380.058,0.846,0.20755,160.08,bhangra,1,4,0.571,90s
4302,Luke Vibert,0.43659934,Gwithian,2005,0.141,1.48412,0.995,0.31171,418.79465,0.287,0.632718261,7,0.645,37.15735675,Not available,-63.93335787,-15.199,0,0.503,246707,Lover's Acid,ARYPTWE1187FB49D64,0.531580241,408.358,0.219,0.16461,101.905,trip hop,0.924296241,4,1,00s
4304,Blind Willie McTell,0.385344914,Boll Weevil,2001,0.796,0.57938,0,0.04345,116.34893,0.223,0.591428552,0,0.661,33.46797,"Thomson, GA",-82.50293,-15.872,1,0.551,197998,The Devil Can't Hide From Me,ARWP0MB1187B98F82B,,110.51,0.601,0.04345,130.36,country blues,0.999409041,4,0.062,00s
4306,Claw Hammer,0.268744755,Succotash,1998,0.754,0.69888,0.843,0.28892,291.7873,0.176,0.401479593,11,0.513,37.15735675,Not available,-63.93335787,-9.467,0,0.366,691786,Ramwhale,ARCH61M1187FB5A8BB,0.270775999,288.078,0.064,0.28892,149.167,alternative rock,0.993207291,4,0.421,90s
4307,Pierre Perret,0.352976472,"Les Trois OrfA""vres",2007,0.064,0.905,0.312,0.22789,132.07465,0.221,0.510301323,9,0,37.15735675,Not available,-63.93335787,-8.118,1,0,594658,Le Plaisir des Dieux,ARH1E5Q1187FB4B8F2,,127.013,0.35,0.22789,177.809,chanson,0.964319421,4,0,00s
4308,Kool Keith,0.464550281,Don't Crush It,1997,0.713,0.75454,0.417,0.06825,258.19383,0,0.639614201,6,0.585,37.15735675,Not available,-63.93335787,-6.062,0,0.549,517234,Sex Style,ARNWZ1N1187B9B71BA,0.513219142,245.476,0.758,0.06825,90.902,dirty rap,0.89262147,4,0.774,90s
4313,MxPx,0.537675628,Time Will Tell,2001,0.748,0.28948,0.748,0.28948,88.73751,0.242,0.763010513,9,0.388,47.565,"Bremerton, WA",-122.62569,-4.404,1,0.281,239436,The Renaissance,ARHJFFY1187B98BA76,0.454192988,85.931,0.392,0.14047,134.492,christian rock,1,1,0.496,00s
4316,Styles P,0.472670741,Intro,2002,0.318,4.95382,0,0.27255,85.02812,0.223,0.743792498,6,0.36,37.15735675,"New York, NY [Queens]",-63.93335787,-11.895,0,0.371,448487,The Ghost In the Machine,AR6GR981187FB5184A,0.535953802,81.032,0.199,0.27255,93.412,rap,1,3,0.949,00s
4318,Harry Connick_ Jr.,0.531050193,Here Comes The Big Parade,1994,0.813,0.18656,0.813,0.18656,251.76771,0.142,0.691133729,0,0.466,37.15735675,"New Orleans, LA",-63.93335787,-6.131,1,0.314,281442,She,ARCXKY91187B9ACA99,0.502211221,248.053,0.993,0.18656,138.408,jazz,1,1,0.025,90s
4322,"Sex Machine ft. ShA""na",0.298185251,Friday Night,2006,0.006,0.59423,0.971,0.12567,418.87302,0.102,0.465124634,10,0.622,43.7427,Michigan,-84.62167,-4.956,0,0.558,691606,Friday Night,ARM599T1187B9B73B2,,412.009,1,0.12567,127.996,industrial metal,0.797803394,4,0,00s
4324,fIREHOSE,0.387008322,Rhymin' Spielin',1988,0.01,0.25241,0.948,0.25241,122.64444,0.218,0.552704815,9,0.343,37.15735675,Not available,-63.93335787,-15.855,1,0.276,86064,Sometimes,ARE8GLF1187FB52532,0.38314502,112.373,1,0.25241,108.489,alternative rock,0.980447258,4,0.509,80s
4327,Jim Chappell,0.361509802,In The Hills,1994,0.868,0.13079,0.868,0.13079,227.36934,0.311,0.520204911,0,0.594,37.16793,United States,-95.84502,-14.893,1,0.599,517774,The EarthSea Series Volume I,ARBN7GR1187FB531FD,0,211.911,0.745,0.13079,126.052,chamber jazz,0.978177995,1,0,90s
4328,Goldfish,0.442285782,Watch Out for The Birdsongs,2007,0.016,0.71624,0.554,0.28997,159.45098,0,0.589174876,9,0,37.15735675,Not available,-63.93335787,-5.529,0,0,370167,Coming Home,ARNB49G1187FB40678,0.212045406,156.688,0.731,0.07945,139.987,chill-out,0.914382622,4,0.957,00s
4330,Busdriver featuring Abstract Rude & Ellay Khule,0.349476327,Map Your Psyche,2005,0.034,0.15838,0.362,0.15838,255.63383,0,0.618002715,3,0.012,37.15735675,Not available,-63.93335787,-12.09,1,0.228,704376,Fear Of A Black Tangent,ARV4KO21187FB38008,0.53238942,228.769,0,0.15838,114.895,alternative hip hop,0.871237163,4,0.804,00s
4331,4Him,0.448593803,You Are Holy,1995,0.375,0.04047,0.834,0.04047,296.98567,2.003,0.565089892,0,0.456,37.15735675,Not available,-63.93335787,-9.908,1,0.673,575275,Chapter One .. A Decade,ARSA3561187FB58C37,0.405115722,276.312,0.596,0.04047,139.919,ccm,1,4,0.707,90s
4334,Charlie Byrd,0.310556083,It Don't Mean A Thing (If It Ain't Got That Swing),1991,0.833,0.09371,0.833,0.09371,229.32853,0.148,0.527339184,0,0.675,37.15735675,"Chuckatuck, VA",-63.93335787,-14.048,1,0.472,188444,Byrd By The Sea,ARCLCFS1187B9AE476,,218.43,0.026,0.09371,109.542,bossa nova,0.969691809,1,0.015,90s
4336,Jim Reeves,0.462190105,Rosa Rio,2000,0.051,0.97429,0.635,0.21581,175.01995,0.165,0.624252499,11,1,32.20049,"Galloway, Panola County, TX",-94.35887,-11.727,1,0.761,298557,Moonlight and Roses/The Jim Reeves Way,AR0X3JJ1187FB3A9A7,0.304169503,167.706,0.516,0.21581,158.763,country gospel,1,3,0.634,00s
4337,Devo,0.532445871,The 4th Dimension (LP Version),1984,0.072,0.76072,0.646,0.34613,264.33261,0.076,0.707839968,2,0.67,37.15735675,Georgia,-63.93335787,-10.499,1,0.525,626438,Shout,ARDW1CO1187B9AD318,,248.761,0.622,0.13831,144.801,rock,1,4,1,80s
4338,Janet Jackson,0.58257534,Greatest X,2008,0.486,0.86704,0.625,0.33416,263.02649,7.906,0.803836826,1,0.613,37.15735675,Los Angeles &amp; New York,-63.93335787,-7.006,1,0.615,207306,Discipline,AR5DC8S1187B9958BE,,251.31,0.5,0.06378,114.024,dance pop,1,4,1,00s
4347,The Tokens,0.407539019,La Bamba,1994,0.524,2.10205,0,0.6693,154.06975,2.159,0.604282094,0,0.523,40.65507,"Brooklyn, NY",-73.94888,-10.319,1,0.459,295008,Wimoweh!!! - The Best Of The Tokens,ARJ7D2E1187FB55998,,147.783,0.198,0.19091,83.809,doo-wop,0.940541331,4,1,90s
4349,Devanic,0.25109374,I Am,2006,0.197,1.11236,0,0.42949,336.06485,0,0.489712437,4,0.034,48.20254,Vienna,16.3688,-7.071,1,0.239,417438,Mask Industries,ARCFD5K1187B9B561B,,326.507,0.092,0.20077,87.044,melodic death metal,1,4,0.437,00s
4350,Jack Johnson,0.677482479,Monsoon,2008,0.006,0.73432,1,0.30519,264.82893,0.259,0.832011769,11,0.015,37.15735675,"Galveston, TX",-63.93335787,-6.892,0,0.17,277881,Sleep Through The Static: Remixed,ARZQMTK1187FB4611A,0.73761557,252.395,0.986,0.0917,142.449,rock,1,4,0.435,00s
4353,Astarte,0.352919184,Thorns of Charon (Pt. 2) - Emerge from Hades,1998,0.036,1.20497,0.714,0.43928,419.97016,0.724,0.537088297,9,0.395,37.97615,"Athens, Greece",23.73641,-4.012,0,0.296,127716,Doomed Dark Years,ARZJUGS1187B9AE3B9,0.345802234,407.609,0.458,0.24618,156.15,black metal,1,4,0.713,90s
4357,The Scare,0.404910014,I Saw Destruction,2009,0.002,0.90457,0.687,0.32719,209.71057,0.273,0.582061745,7,0.403,37.15735675,Not available,-63.93335787,-4.745,1,0.502,537429,Oozevoodoo,ARFXQIN122BCFC8EC8,,201.445,0.759,0.03567,110.161,art rock,0.869645752,4,0.292,00s
4359,Charlie Byrd,0.310556083,How Insensitive,2004,0.218,0.84568,0.702,0.34037,361.56036,0.328,0.527339184,2,0.358,37.15735675,"Chuckatuck, VA",-63.93335787,-22.937,0,0.451,318947,Byrd & Brazil,ARCLCFS1187B9AE476,,355.509,0.138,0.08297,121.887,bossa nova,0.969691809,4,0.162,00s
4362,Wet Wet Wet,0.411195688,Hear Me Now,2004,0.205,0.56039,0.706,0.56039,242.65098,0.155,0.642280769,2,0.928,55.8578,"Glasgow, Scotland",-4.24251,-7.811,1,0.854,2402,Best Of,AROXQGK1187FB4560B,0.561428518,233.523,0.883,0.24354,95.465,blue-eyed soul,1,4,0.43,00s
4365,Shifty,0.44057753,EZ Cuz You're Beautiful (Album Version),2004,0.395,0.45283,0.556,0.08602,192.91383,0,0.602264047,3,0,34.05349,"Los Angeles, California",-118.24532,-5.295,1,0.134,2014,Happy Love Sick,ARE8GLF1187FB52532,0.594483379,179.409,0,0.08602,163.884,hard house,0.943000998,4,0.337,00s
4367,Martin Denny,0.377382917,Manila,1996,0.499,0.25161,0.499,0.25161,144.71791,0.061,0.573719855,3,0.328,40.71455,"New York, NY",-74.00712,-17.306,1,0.537,725036,Singing Bamboos,AR0O9WU1187FB55E83,,134.989,0.317,0.25161,125.052,exotica,0.996033346,1,0,90s
4371,Alex Ubago,0.298377039,Temblando,2003,0.031,3.47601,0.579,1.59393,201.09016,4.505,0.581475219,9,0.671,42.84751,"Vitoria, Spain",-2.67973,-8.205,1,0.66,217967,Siempre en mi mente,ARBHW3X1187B999013,0.408110884,189.817,0.123,1.28232,96.7,latin pop,0.866851095,7,0.81,00s
4373,Alicia Keys,0.778673579,Heartburn,2003,0.094,1.67319,0.18,0.5127,183.43138,0,0.933916106,1,0.477,40.8079,"Harlem, New York",-73.9454,-9.74,1,0.354,505788,Unplugged,AR5DC8S1187B9958BE,0.684472942,173.894,0.555,0.07715,105.775,neo soul,0.999984594,4,0.986,00s
4374,The Plimsouls,0.382961658,I Want You Back,1981,0.025,1.04949,0.737,0.5552,147.9571,0,0.573243195,4,0.342,37.15735675,Not available,-63.93335787,-7.842,1,0.438,756813,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,AREELJK122988ED44F,0.508067506,147.957,0.821,0.30795,123.452,jangle pop,0.985654948,4,1,80s
4375,Lily Allen,0.535408379,LDN (Warbox Original Cut Dub),2009,0.062,0.9146,0.978,0.31389,234.1873,0.219,0.916058239,5,0.041,37.15735675,LDN,-63.93335787,-7.794,1,0.262,435057,LDN,ARWD25M1187FB4C563,,225.982,0,0.31389,99.982,ska,1,4,0.926,00s
4376,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,0.535891043,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),2009,0.167,1.26778,0.485,0.30798,318.79791,0,0.872325597,9,0.007,37.15735675,Not available,-63.93335787,-13.135,1,0.115,754697,Thug Passion,ARKLTRU1269FCD5E38,0.253834736,310.886,0.495,0.06297,125.827,gangster rap,0.999776674,7,0.313,00s
4377,My Chemical Romance,0.766076164,Interlude (Album Version),2004,0.008,0.2453,0.725,0.2453,57.18159,0.189,0.864867842,6,0,37.15735675,New Jersey,-63.93335787,-22.42,0,0.235,2005,Three Cheers For Sweet Revenge,ARL6FF81187FB5A916,0.833658152,54.608,0.566,0.2453,132.474,emo,1,3,1,00s
4378,Daniel Johnston,0.473613189,Desperate Man Blues,1983,0.787,0.39287,0.787,0.39287,219.76771,0.092,0.713322147,9,0.678,37.15735675,"Sacramento, CA",-63.93335787,-24.308,1,0.443,93091,Continued Story / Hi_ How Are You?,AR3G8271187B989BEE,0.685274902,217.536,0.317,0.06677,92.938,power pop,0.987541562,1,0.23,80s
4379,Eyes Cream,0.226754095,Open Up Your Mind (Guido Osorio Club Mix),2002,0.013,0.18186,0.784,0.18186,492.30322,0.624,0.377906057,0,0.769,37.15735675,Not available,-63.93335787,-7.052,0,0.66,148979,Open Up Your Mind,AR51CHT1187FB5895E,0,487.845,0.841,0.18186,129.994,progressive house,0.922517383,4,0.54,00s
4380,Hot Chip,0.535763158,Ready For The Floor (Radio Edit),2008,0.018,0.81951,1,0.35263,202.10893,0.322,0.799910879,11,0.472,37.15735675,London,-63.93335787,-5.087,1,0.301,603222,101 Running Songs,ARJK7JU1187FB4C3F3,,202.109,0.947,0.12093,128.988,dance rock,0.999949859,4,0.214,00s
4382,ZombieSuckers,0.400237198,The Nightmare Begins,2010,0.406,10.64564,0.371,1.40443,62.95465,0.109,0.509793846,1,0,37.15735675,Not available,-63.93335787,-22.904,1,0,759854,Tales From The Undead,ARW0JI11187FB592BD,,62.955,0.224,0.32539,42.58,horror punk,0.96606988,4,0,10s
4384,OutKast,0.574497026,Wailin',1996,0.309,1.259,0.616,0.62701,118.9873,0.386,0.796419804,1,0.792,33.74831,"Atlanta, GA",-84.39111,-10.817,1,0.638,294860,ATLiens,ARV4KO21187FB38008,0.769733162,113.505,0,0.30811,95.381,dirty south rap,0.946580686,4,1,90s
4385,LL Cool J / Freeway,0.544321915,What You Want,2006,0.816,0.21956,0.816,0.21956,264.48934,0.183,0.749217793,1,0.367,40.72023,"Bayshore, Long Island, NY",-73.24922,-4.628,1,0.223,32887,Todd Smith,ARBCUNV1187B98A9FB,0.413739836,261.3,0.905,0.21956,50.51,hip hop,0.999864225,1,0,00s
4387,Casual,0.401997543,PrecAs,2008,0.184,1.17194,0.542,0.40327,213.55057,3.483,0.581793766,11,0.305,37.15735675,California - LA,-63.93335787,-5.846,1,0.442,368596,IlA*luminacions,ARV4KO21187FB38008,,213.551,0.763,0.21188,156.007,hip hop,1,4,0,00s
4392,Casiotone For The Painfully Alone,0.394217199,Bad People,2008,0.009,1.79735,1,0.60656,26.80118,0,0.665322162,1,0,37.15735675,Not available,-63.93335787,-10.039,1,0,316960,Town Topic EP,AREX9GE1187FB41987,,26.801,1,0.30966,100.919,trip hop,0.877629027,4,0.604,00s
4399,Monty Are I,0.330820071,In This Legacy,2006,0.427,0.07135,0.758,0.07135,245.10649,2.728,0.702077834,8,0.452,37.15735675,"Providence, RI",-63.93335787,-4.654,0,0.498,179583,Wall Of People,ARIWKUS1187FB55354,0.662493161,232.885,0.206,0.07135,189.917,post-hardcore,1,4,0.297,00s
4401,Anti-Flag,0.524378988,Death Of A Nation,2003,0.024,0.82977,0.577,0.51622,115.53914,0,0.844039532,1,0.629,37.15735675,"Pittsburgh, PA",-63.93335787,-3.116,1,0.603,237924,The Terror State,ARD2NDU1187B99B615,0.630325327,109.389,0.404,0.35188,189.134,oi,0.999917452,4,0,00s
4403,Cassie,0.476803354,Long Way 2 Go (Album Version),2006,0.54,1.24205,0,0.12152,222.74567,3.431,0.821121431,8,0.319,41.35644,"New London, CT",-72.09647,-8.081,1,0.465,45686,Long Way 2 Go,AR4503S1187FB43199,,222.746,0.11,0.12152,52.711,r&b,0.90616287,4,0.774,00s
4406,Bobby Darin,0.469425908,Bullmoose (LP Version),2008,0.057,0.35913,0,0.35913,147.93098,2.305,0.704411407,0,0.904,40.85715,"New York, NY [The Bronx]",-73.85678,-8.774,1,0.713,163941,Sing & Swing With Bobby Darin,ARHR0EQ1187FB3EAEE,,140.73,0.252,0.19154,181.368,brill building pop,1,4,0.35,00s
4413,Asleep At The Wheel,0.461023016,I Hate Christmas,2007,0.739,0.58842,0.739,0.58842,180.50567,0,0.60425956,9,0.566,37.15735675,"Paw Paw, WV",-63.93335787,-7.828,1,0.638,251120,Santa Loves to Boogie,ARYV1OT1187B9B4C8E,,170.939,0.756,0.58842,78.087,western swing,1,1,0,00s
4414,The Birds,0.322049814,No Good Without You,2001,0.345,0.72309,0.743,0.30176,162.66404,0.08,0.517186242,5,0.658,51.51262,"Yiewsley, London, England",-0.47261,-9.936,0,0.426,40071,The Clarion Call,ARBZ6CQ1187FB3CBE6,,155.15,0.398,0.0943,139.811,freakbeat,1,4,0,00s
4416,Trivium,0.494206855,The Deceived,2004,0.258,0.66152,0.505,0.07512,360.75057,0,0.847754656,6,0.821,37.15735675,"Orlando, FL",-63.93335787,-3.134,0,0.842,186124,Ember To Inferno,ARM7C1Q1187FB471C8,,343.133,0.72,0.07512,105.54,alternative metal,1,4,0.473,00s
4418,The Cardigans,0.528302262,Rise & Shine,1994,0.006,0.38927,0.774,0.38927,211.35628,0.699,0.749876367,4,0.586,37.15735675,"Ji?1/2ping, Sweden",-63.93335787,-4.659,1,0.547,191758,Best Of,ARFNTFF1187FB38AB5,0.654651728,203.14,0.714,0.20832,161.994,twee pop,0.946316111,4,0.391,90s
4422,M83,0.507115549,You Appearing,2008,0.197,4.01151,0,0.2497,219.24526,0.984,0.823548253,7,0.446,43.58015,"Antibes, France",7.12123,-11.451,1,0.569,216244,Saturdays = Youth,ARGCQH71187B9B6921,0.852088918,208.672,0,0.2497,96.047,shoegaze,1,7,0.841,00s
4423,Polkaholix,0.435798645,Machopolka,2007,0.045,0.20105,1,0.20105,190.56281,0.381,0.469788161,9,0.375,51.16418,GERMANY,10.45415,-6.196,0,0.397,149290,The Great Polka Swindle,ARU035Y1187FB55823,,184.854,1,0.20105,144.001,polka,1,4,0,00s
4425,Penguin CafA(c) Orchestra,0.406508249,Horns Of The Bull,1987,0,0.08839,0,0.08839,275.12118,0.189,0.635087811,2,1,37.15735675,Not available,-63.93335787,-19.453,1,0.717,23172,Signs Of Life,AR1104Y1187FB43EE8,0.512253654,264.94,0.242,0.08839,191.61,chamber jazz,1,1,0,80s
4427,Bad Religion,0.618219159,The Lie,2002,0.021,1.2918,0.758,0.4467,138.84036,0.2,0.858677442,9,0.495,34.05349,"Los Angeles, Ca",-118.24532,-3.677,0,0.47,104838,Process Of Belief,ARHJFFY1187B98BA76,0.674142968,134.031,0.927,0.23647,140.202,hardcore punk,1,4,0.502,00s
4428,Jessica Simpson,0.578790799,Take My Breath Away,2004,0.222,0.39674,0.764,0.39674,196.12689,2.38,0.772518285,7,0.537,37.15735675,"Dallas, TX",-63.93335787,-6.224,1,0.608,292377,In This Skin (Standard Package),AR03BDP1187FB5B324,0,185.278,0.453,0.0941,99.909,teen pop,1,4,0,00s
4429,Jim Breuer,0.391267796,Party In The Stomach (LP Version),2002,0.047,2.74345,0.49,0.10368,478.92853,0,0.472073585,0,0.268,37.15735675,Not available,-63.93335787,-9.639,0,0.247,21009,Smoke 'N' Breu,ARN5D2O1187B993ED6,0.48456253,468.132,0.783,0.10368,83.61,progressive metal,1,5,0.422,00s
4431,Pursuit Of Happiness,0.377888131,She's So Young,1988,0.157,1.0214,0.878,0.11056,216.39791,0.27,0.508676201,7,0.257,43.64856,"Toronto, Ontario, Canada",-79.38533,-10.81,1,0.4,555129,Love Junk,ARLSTE11187B9B38E4,0.565451012,206.396,0.657,0.11056,133.319,power pop,0.999229538,4,0.818,80s
4432,Jacques Dutronc,0.454541929,L'Homme De Paille,1989,0.287,3.02679,0.287,3.02679,142.91546,3.228,0.612953154,7,0.592,48.85692,"Paris, France",2.34121,-10.592,1,0.438,280528,IntA(c)grale Les Cactus,AR139EA1187FB567C2,0.38293509,133.126,0.272,3.02679,130.196,chanson,1,1,0.412,80s
4434,Becoming The Archetype,0.446170543,End Of The Age,2008,0.073,0.90311,0.278,0.04609,389.95546,2.583,0.657826294,2,0.391,33.74831,"Atlanta, GA",-84.39111,-4.757,0,0.449,343203,Dichotomy,AR6DVPJ1187B9AA2E1,0.696230193,371.032,0.198,0.04609,85.061,christian metal,0.978119704,4,0.616,00s
4435,Storyville,0.3487022,Talk To Me,1998,0.148,0.97959,0,0.34859,343.58812,4.348,0.595254765,2,0.532,37.15735675,Texas,-63.93335787,-10.088,1,0.642,762191,Dog Years,ARHYMUZ1187B9AC282,,330.217,0.96,0.03074,91.976,blues-rock,0.964947191,4,0.712,90s
4438,Jeckyll & Hyde,0.37884706,Time Flies,2007,0.066,0.86377,0.995,0.44047,220.55138,2.043,0.59088507,7,0.056,52.1082,Netherlands,5.32986,-5.521,1,0.345,120852,The Album,AROME6B1187FB3BC40,,213.682,0.46,0.22668,140.032,hardstyle,0.93992793,4,0.924,00s
4441,Zeromancer,0.405618982,Send Me An Angel,2001,0.068,0.70836,0.828,0.25098,236.53832,0.223,0.644519692,10,0.632,37.15735675,Not available,-63.93335787,-5.832,0,0.35,8862,Eurotrash,AR7MC4I1187FB50B54,0.864141654,221.414,0.85,0.25098,130,industrial rock,0.855788212,4,0.501,00s
4442,The Smashing Pumpkins,0.670383829,Rotten Apples,1995,0.712,1.19338,1,0.4791,184.39791,0.371,0.88792045,6,0,41.88415,"Chicago, IL",-87.63241,-16.358,1,0.325,10149,Rarities & B-Sides,AR8RC0V1187FB390D9,0.584437156,175.955,0.586,0.13141,88.794,alternative rock,0.999975647,4,0.946,90s
4443,Redman,0.493566843,Muh- F***a,2001,0.272,1.65081,0.205,0.35555,199.81016,0,0.743129776,11,0.097,37.15735675,"Newark, NJ",-63.93335787,-3.58,0,0.351,8552,Malpractice,AR05OJD1187B9B99A6,0.358976526,192.081,1,0.0334,92.8,hip hop,1,4,1,00s
4444,Miossec,0.357663448,Regarde Un Peu La France,1995,0.022,0.31577,0.719,0.31577,162.32444,0.441,0.551311117,5,0.739,48.39023,"Brest, France",-4.48622,-12.892,1,0.636,123772,Boire,ARV0VRA1187FB5C825,,151.115,0.418,0.13039,166.081,chanson,0.978815243,4,0.509,90s
4445,Don Gibson,0.379651219,Blue Blue Day,1987,1,0.16163,1,0.16163,109.71383,0.369,0.540750151,4,0.851,37.15735675,"Shelby, North Carolina",-63.93335787,-12.808,1,0.659,342093,The Road More Traveled ,ARKBTPV1187FB38A79,,99.84,0.886,0.16163,108.974,country rock,0.984649793,1,0,80s
4447,Jan Wayne,0.40411691,Groovin',2003,0.02,0.24358,0.649,0.24358,230.76526,0,0.598985507,0,0.669,37.15735675,Not available,-63.93335787,-5.418,1,0.526,58420,Gonna Move Ya!,AR7PIQ01187FB49737,0.265861049,225.181,1,0.03047,140.045,eurodance,0.955948287,4,0.441,00s
4448,Beherit,0.427479242,Witchcraft,1990,0.349,0.70795,0.596,0.24837,192.13016,0.142,0.596184927,1,0.58,37.15735675,Helsinki,-63.93335787,-3.798,0,0.436,490988,The Oath of Black Blood,ART5OVS1187B9B0851,0.545230294,180.837,0.765,0.24837,133.954,illbient,0.921677475,3,0.426,90s
